Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Gls_Per_Match,Ast_Per_Match
2111,Đorđe Petrović,rs SRB,GK,Chelsea,eng Premier League,23.0,1999.0,23,22,1987,22.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,Germán Pezzella,ar ARG,DF,Betis,es La Liga,32.0,1991.0,32,32,2767,30.7,1,0,1,1,0,0,7,0,2.0,2.0,0.3,2.3,5.0,64.0,1.0,0.03,0.0,0.03,0.03,0.03,0.07,0.01,0.08,0.07,0.08,0.03125,0.0
2114,Giuseppe Pezzella,it ITA,DF,Empoli,it Serie A,25.0,1997.0,19,14,1085,12.1,0,0,0,0,0,0,4,0,0.2,0.2,0.5,0.6,44.0,44.0,36.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,0.0,0.0
2115,Luca Pfeiffer,de GER,"FW,MF",Darmstadt 98,de Bundesliga,26.0,1996.0,24,20,1619,18.0,1,4,5,1,0,0,3,0,4.6,4.6,1.7,6.3,15.0,37.0,81.0,0.06,0.22,0.28,0.06,0.28,0.26,0.09,0.35,0.26,0.35,0.041666666666666664,0.16666666666666666
2116,Patric Pfeiffer,de GER,DF,Augsburg,de Bundesliga,23.0,1999.0,11,4,511,5.7,0,1,1,0,0,0,0,0,0.5,0.5,0.8,1.3,1.0,19.0,4.0,0.0,0.18,0.18,0.0,0.18,0.09,0.14,0.22,0.09,0.22,0.0,0.09090909090909091
2121,Kamil Piątkowski,pl POL,DF,Granada,es La Liga,23.0,2000.0,9,6,505,5.6,0,0,0,0,0,0,1,1,0.8,0.8,0.1,0.9,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.17,0.14,0.17,0.0,0.0
2123,Roberto Piccoli,it ITA,FW,Lecce,it Serie A,22.0,2001.0,35,12,1378,15.3,5,0,5,4,1,1,5,0,6.4,5.6,0.9,6.5,25.0,19.0,72.0,0.33,0.0,0.33,0.26,0.26,0.42,0.06,0.48,0.37,0.43,0.14285714285714285,0.0
2125,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,29.0,1994.0,38,38,3420,38.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2126,Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,25.0,1998.0,7,7,590,6.6,0,0,0,0,0,0,0,0,0.5,0.5,0.8,1.2,3.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.19,0.07,0.19,0.0,0.0
2127,Marvin Pieringer,de GER,"MF,FW",Heidenheim,de Bundesliga,23.0,1999.0,31,18,1513,16.8,3,3,6,3,0,0,5,0,2.3,2.3,2.1,4.4,28.0,41.0,72.0,0.18,0.18,0.36,0.18,0.36,0.14,0.13,0.26,0.14,0.26,0.0967741935483871,0.0967741935483871
2129,Niccolò Pierozzi,it ITA,DF,Salernitana,it Serie A,21.0,2001.0,12,11,871,9.7,1,0,1,1,0,0,6,0,0.2,0.2,0.0,0.3,3.0,16.0,20.0,0.1,0.0,0.1,0.1,0.1,0.03,0.01,0.03,0.03,0.03,0.08333333333333333,0.0
2130,Ronaël Pierre-Gabriel,fr FRA,DF,Nantes,fr Ligue 1,25.0,1998.0,12,6,598,6.6,0,0,0,0,0,0,3,0,0.3,0.3,0.8,1.2,12.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.17,0.05,0.17,0.0,0.0
2131,Andrea Pinamonti,it ITA,FW,Sassuolo,it Serie A,24.0,1999.0,38,37,3076,34.2,11,1,12,9,2,3,4,0,8.9,6.6,1.9,8.4,17.0,45.0,165.0,0.32,0.03,0.35,0.26,0.29,0.26,0.05,0.32,0.19,0.25,0.2894736842105263,0.02631578947368421
2132,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,30.0,1993.0,29,28,2521,28.0,2,0,2,2,0,0,1,0,2.0,2.0,1.0,3.0,11.0,61.0,16.0,0.07,0.0,0.07,0.07,0.07,0.07,0.04,0.11,0.07,0.11,0.06896551724137931,0.0
2133,Yeremi Pino,es ESP,"MF,FW",Villarreal,es La Liga,20.0,2002.0,7,7,475,5.3,0,0,0,0,0,0,4,0,1.4,1.4,0.2,1.7,11.0,10.0,49.0,0.0,0.0,0.0,0.0,0.0,0.27,0.05,0.31,0.27,0.31,0.0,0.0
2135,Lorenzo Pirola,it ITA,DF,Salernitana,it Serie A,21.0,2002.0,27,24,1987,22.1,1,0,1,1,0,0,4,0,0.9,0.9,0.0,0.9,13.0,57.0,7.0,0.05,0.0,0.05,0.05,0.05,0.04,0.0,0.04,0.04,0.04,0.037037037037037035,0.0
2137,Alassane Pléa,fr FRA,"FW,MF",Gladbach,de Bundesliga,30.0,1993.0,27,24,1913,21.3,7,4,11,6,1,1,1,0,7.0,6.2,4.0,10.2,56.0,115.0,157.0,0.33,0.19,0.52,0.28,0.47,0.33,0.19,0.52,0.29,0.48,0.25925925925925924,0.14814814814814814
2141,Matteo Politano,it ITA,FW,Napoli,it Serie A,29.0,1993.0,37,31,2360,26.2,8,7,15,6,2,3,2,1,7.1,4.8,6.6,11.4,113.0,164.0,216.0,0.31,0.27,0.57,0.23,0.5,0.27,0.25,0.52,0.18,0.43,0.21621621621621623,0.1891891891891892
2143,Julien Ponceau,fr FRA,MF,Lorient,fr Ligue 1,22.0,2000.0,32,27,2244,24.9,3,2,5,3,0,0,5,0,3.3,3.3,2.7,6.0,106.0,154.0,152.0,0.12,0.08,0.2,0.12,0.2,0.13,0.11,0.24,0.13,0.24,0.09375,0.0625
2144,Marin Pongračić,hr CRO,DF,Lecce,it Serie A,25.0,1997.0,36,36,3219,35.8,0,0,0,0,0,0,10,1,1.2,1.2,0.4,1.5,45.0,134.0,7.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,0.0,0.0
2145,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,31.0,1992.0,15,15,1345,14.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2146,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,23.0,1999.0,35,35,3089,34.3,3,7,10,3,0,0,3,0,2.9,2.9,7.2,10.1,57.0,194.0,158.0,0.09,0.2,0.29,0.09,0.29,0.09,0.21,0.3,0.09,0.3,0.08571428571428572,0.2
2148,Portu,es ESP,"MF,FW",Girona,es La Liga,31.0,1992.0,33,11,1188,13.2,7,5,12,7,0,0,3,0,3.4,3.4,3.5,6.8,32.0,32.0,96.0,0.53,0.38,0.91,0.53,0.91,0.26,0.26,0.52,0.26,0.52,0.21212121212121213,0.15151515151515152
2149,Stefan Posch,at AUT,DF,Bologna,it Serie A,26.0,1997.0,31,29,2409,26.8,1,2,3,1,0,0,7,0,1.2,1.2,2.1,3.3,44.0,123.0,64.0,0.04,0.07,0.11,0.04,0.11,0.04,0.08,0.12,0.04,0.12,0.03225806451612903,0.06451612903225806
2150,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,29.0,1994.0,28,12,1217,13.5,5,2,7,5,0,0,0,0,5.7,5.7,1.0,6.8,11.0,16.0,78.0,0.37,0.15,0.52,0.37,0.52,0.43,0.08,0.5,0.43,0.5,0.17857142857142858,0.07142857142857142
2152,Alejandro Pozo Pozo,es ESP,"DF,MF",Almería,es La Liga,24.0,1999.0,21,9,976,10.8,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,22.0,44.0,62.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,0.0,0.0
2153,Beñat Prados,es ESP,"MF,DF",Athletic Club,es La Liga,22.0,2001.0,26,16,1449,16.1,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.0,23.0,87.0,30.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,0.0,0.0
2154,Matteo Prati,it ITA,MF,Cagliari,it Serie A,19.0,2003.0,26,19,1972,21.9,1,1,2,1,0,0,4,0,2.0,2.0,0.8,2.8,8.0,66.0,17.0,0.05,0.05,0.09,0.05,0.09,0.09,0.03,0.13,0.09,0.13,0.038461538461538464,0.038461538461538464
2155,Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,30.0,1992.0,34,11,1270,14.1,6,1,7,6,0,0,4,0,3.2,3.2,2.4,5.6,9.0,26.0,49.0,0.43,0.07,0.5,0.43,0.5,0.23,0.17,0.4,0.23,0.4,0.17647058823529413,0.029411764705882353
2157,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,28.0,1995.0,28,27,2139,23.8,4,5,9,4,0,0,10,1,3.8,3.8,2.8,6.6,35.0,96.0,60.0,0.17,0.21,0.38,0.17,0.38,0.16,0.12,0.28,0.16,0.28,0.14285714285714285,0.17857142857142858
2158,Ivan Provedel,it ITA,GK,Lazio,it Serie A,29.0,1994.0,30,30,2699,30.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2159,Marc Pubill,es ESP,DF,Almería,es La Liga,20.0,2003.0,23,22,1883,20.9,1,3,4,1,0,0,2,0,0.7,0.7,1.5,2.2,59.0,36.0,85.0,0.05,0.14,0.19,0.05,0.19,0.03,0.07,0.1,0.03,0.1,0.043478260869565216,0.13043478260869565
2161,Antonio Puertas,es ESP,"MF,FW",Granada,es La Liga,31.0,1992.0,27,6,730,8.1,0,2,2,0,0,2,3,1,3.2,1.6,0.6,2.2,18.0,22.0,46.0,0.0,0.25,0.25,0.0,0.25,0.39,0.08,0.47,0.2,0.27,0.0,0.07407407407407407
2163,Christian Pulisic,us USA,"FW,MF",Milan,it Serie A,24.0,1998.0,36,32,2602,28.9,12,8,20,12,0,0,2,0,8.0,8.0,4.8,12.8,131.0,87.0,293.0,0.42,0.28,0.69,0.42,0.69,0.28,0.16,0.44,0.28,0.44,0.3333333333333333,0.2222222222222222
2165,Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,20.0,2003.0,17,13,1190,13.2,2,0,2,2,0,0,1,0,1.0,1.0,0.1,1.1,13.0,67.0,1.0,0.15,0.0,0.15,0.15,0.15,0.08,0.01,0.08,0.08,0.08,0.11764705882352941,0.0
2167,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,28.0,1995.0,31,30,2651,29.5,5,3,8,5,0,0,8,0,3.5,3.4,4.1,7.4,72.0,120.0,106.0,0.17,0.1,0.27,0.17,0.27,0.12,0.14,0.26,0.11,0.25,0.16129032258064516,0.0967741935483871
2168,Uroš Račić,rs SRB,MF,Sassuolo,it Serie A,25.0,1998.0,22,8,820,9.1,1,1,2,1,0,0,1,0,0.8,0.8,0.3,1.1,5.0,37.0,11.0,0.11,0.11,0.22,0.11,0.22,0.09,0.03,0.13,0.09,0.13,0.045454545454545456,0.045454545454545456
2171,Aleksandar Radovanović,rs SRB,DF,Almería,es La Liga,29.0,1993.0,9,8,569,6.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0
2173,Boris Radunović,rs SRB,GK,Cagliari,it Serie A,27.0,1996.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2174,Hamza Rafia,tn TUN,MF,Lecce,it Serie A,24.0,1999.0,28,17,1204,13.4,1,0,1,1,0,0,4,0,0.8,0.8,0.8,1.6,15.0,46.0,37.0,0.07,0.0,0.07,0.07,0.07,0.06,0.06,0.12,0.06,0.12,0.03571428571428571,0.0
2176,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,31.0,1991.0,26,25,2195,24.4,3,2,5,3,0,0,6,1,1.4,1.4,2.0,3.4,24.0,80.0,4.0,0.12,0.08,0.21,0.12,0.21,0.06,0.08,0.14,0.06,0.14,0.11538461538461539,0.07692307692307693
2178,Predrag Rajković,rs SRB,GK,Mallorca,es La Liga,27.0,1995.0,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0
2180,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,35.0,1988.0,18,16,1425,15.8,2,1,3,2,0,0,6,0,1.3,1.3,3.0,4.3,24.0,127.0,52.0,0.13,0.06,0.19,0.13,0.19,0.08,0.19,0.27,0.08,0.27,0.1111111111111111,0.05555555555555555
2181,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,27.0,1996.0,34,34,2970,33.0,1,0,1,1,0,0,13,0,1.0,1.0,0.5,1.6,36.0,121.0,14.0,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.05,0.03,0.05,0.029411764705882353,0.0
2182,Largie Ramazani,be BEL,"FW,MF",Almería,es La Liga,22.0,2001.0,29,16,1555,17.3,3,5,8,3,0,0,11,2,4.7,4.7,5.7,10.5,59.0,42.0,104.0,0.17,0.29,0.46,0.17,0.46,0.27,0.33,0.6,0.27,0.6,0.10344827586206896,0.1724137931034483
2184,Sandro Ramírez,es ESP,FW,Las Palmas,es La Liga,28.0,1995.0,27,21,1808,20.1,1,3,4,1,0,1,3,0,3.7,3.0,2.6,5.6,61.0,54.0,209.0,0.05,0.15,0.2,0.05,0.2,0.19,0.13,0.32,0.15,0.28,0.037037037037037035,0.1111111111111111
2185,Chris Ramos,es ESP,"FW,MF",Cádiz,es La Liga,26.0,1997.0,37,30,2612,29.0,5,1,6,5,0,0,5,0,10.1,10.1,1.7,11.7,31.0,28.0,102.0,0.17,0.03,0.21,0.17,0.21,0.35,0.06,0.4,0.35,0.4,0.13513513513513514,0.02702702702702703
2186,Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,22.0,2001.0,29,16,1419,15.8,11,1,12,10,1,1,1,0,10.9,10.2,2.4,12.5,11.0,29.0,88.0,0.7,0.06,0.76,0.63,0.7,0.69,0.15,0.84,0.64,0.79,0.3793103448275862,0.034482758620689655
2187,Sergio Ramos,es ESP,DF,Sevilla,es La Liga,37.0,1986.0,28,28,2517,28.0,3,0,3,3,0,0,7,1,1.9,1.9,0.1,2.0,11.0,81.0,5.0,0.11,0.0,0.11,0.11,0.11,0.07,0.0,0.07,0.07,0.07,0.10714285714285714,0.0
2188,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,25.0,1998.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2189,Aaron Ramsey,eng ENG,"MF,FW",Burnley,eng Premier League,20.0,2003.0,14,5,527,5.9,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,0.0,0.0
2190,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,eng Premier League,22.0,2001.0,16,8,853,9.5,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,33.0,28.0,69.0,0.11,0.11,0.21,0.11,0.21,0.23,0.11,0.34,0.23,0.34,0.0625,0.0625
2191,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,24.0,1999.0,26,23,2065,22.9,2,1,3,2,0,0,14,0,0.9,0.9,0.4,1.3,17.0,99.0,5.0,0.09,0.04,0.13,0.09,0.13,0.04,0.02,0.06,0.04,0.06,0.07692307692307693,0.038461538461538464
2192,Filippo Ranocchia,it ITA,"MF,DF",Empoli,it Serie A,22.0,2001.0,9,5,476,5.3,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.8,5.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14,0.0,0.0
2194,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,26.0,1996.0,28,17,1368,15.2,6,9,15,5,1,1,4,1,7.4,6.6,5.7,12.3,49.0,57.0,164.0,0.39,0.59,0.99,0.33,0.92,0.48,0.37,0.86,0.43,0.81,0.21428571428571427,0.32142857142857145
2196,Elba Rashani,xk KVX,"MF,FW",Clermont Foot,fr Ligue 1,30.0,1993.0,24,14,1175,13.1,2,0,2,2,0,0,4,2,2.1,2.1,1.2,3.3,19.0,22.0,102.0,0.15,0.0,0.15,0.15,0.15,0.16,0.09,0.26,0.16,0.26,0.08333333333333333,0.0
2197,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,25.0,1997.0,33,26,2271,25.2,7,2,9,5,2,2,2,0,7.4,5.8,2.3,8.1,95.0,65.0,184.0,0.28,0.08,0.36,0.2,0.28,0.29,0.09,0.38,0.23,0.32,0.21212121212121213,0.06060606060606061
2198,Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,23.0,2000.0,37,14,1584,17.6,5,3,8,5,0,1,0,0,5.9,4.5,4.0,8.5,29.0,54.0,139.0,0.28,0.17,0.45,0.28,0.45,0.33,0.23,0.56,0.25,0.48,0.13513513513513514,0.08108108108108109
2199,Andrei Ratiu,ro ROU,"DF,MF",Rayo Vallecano,es La Liga,25.0,1998.0,12,6,630,7.0,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,28.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,0.0,0.0
2200,Raúl,es ESP,FW,Osasuna,es La Liga,22.0,2000.0,35,13,1355,15.1,6,1,7,6,0,0,4,0,4.9,4.9,0.6,5.5,16.0,22.0,68.0,0.4,0.07,0.46,0.4,0.46,0.32,0.04,0.37,0.32,0.37,0.17142857142857143,0.02857142857142857
2201,David Raum,de GER,DF,RB Leipzig,de Bundesliga,25.0,1998.0,31,31,2739,30.4,2,8,10,2,0,0,6,0,0.8,0.8,7.3,8.0,77.0,131.0,246.0,0.07,0.26,0.33,0.07,0.33,0.02,0.24,0.26,0.02,0.26,0.06451612903225806,0.25806451612903225
2202,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,23.0,1999.0,6,6,535,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2203,David Raya,es ESP,GK,Arsenal,eng Premier League,27.0,1995.0,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2204,Tim Ream,us USA,DF,Fulham,eng Premier League,35.0,1987.0,18,17,1503,16.7,1,0,1,1,0,0,4,1,1.0,1.0,0.0,1.0,11.0,65.0,3.0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.05555555555555555,0.0
2205,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,es La Liga,24.0,1998.0,23,6,722,8.0,1,0,1,1,0,0,1,0,0.8,0.8,1.8,2.6,34.0,14.0,78.0,0.12,0.0,0.12,0.12,0.12,0.1,0.22,0.33,0.1,0.33,0.043478260869565216,0.0
2207,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,28.0,1995.0,27,15,1325,14.7,0,2,2,0,0,0,6,0,0.3,0.3,1.1,1.4,10.0,56.0,40.0,0.0,0.14,0.14,0.0,0.14,0.02,0.07,0.09,0.02,0.09,0.0,0.07407407407407407
2209,Sergio Reguilón,es ESP,DF,Brentford,eng Premier League,26.0,1996.0,16,14,1118,12.4,0,4,4,0,0,0,4,1,0.8,0.8,2.8,3.6,34.0,38.0,40.0,0.0,0.32,0.32,0.0,0.32,0.06,0.23,0.29,0.06,0.29,0.0,0.25
2210,Bobby Reid,jm JAM,FW,Fulham,eng Premier League,30.0,1993.0,33,17,1423,15.8,6,2,8,6,0,0,4,0,4.6,4.6,1.8,6.4,35.0,47.0,95.0,0.38,0.13,0.51,0.38,0.51,0.28,0.11,0.4,0.28,0.4,0.18181818181818182,0.06060606060606061
2211,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,25.0,1998.0,36,33,2820,31.3,3,3,6,3,0,0,8,0,3.2,3.2,3.7,7.0,88.0,204.0,90.0,0.1,0.1,0.19,0.1,0.19,0.1,0.12,0.22,0.1,0.22,0.08333333333333333,0.08333333333333333
2213,Reinier,br BRA,"MF,FW",Frosinone,it Serie A,21.0,2002.0,22,13,1059,11.8,2,2,4,2,0,0,3,0,1.3,1.3,1.9,3.2,10.0,32.0,42.0,0.17,0.17,0.34,0.17,0.34,0.11,0.16,0.27,0.11,0.27,0.09090909090909091,0.09090909090909091
2214,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,21.0,2002.0,34,24,2136,23.7,6,3,9,6,0,0,2,0,3.7,3.7,2.4,6.0,41.0,110.0,58.0,0.25,0.13,0.38,0.25,0.38,0.15,0.1,0.25,0.15,0.25,0.17647058823529413,0.08823529411764706
2215,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,28.0,1995.0,37,37,3275,36.4,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2216,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,18.0,2005.0,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2217,Mateo Retegui,it ITA,FW,Genoa,it Serie A,24.0,1999.0,29,26,2216,24.6,7,2,9,6,1,1,5,0,5.8,5.0,0.7,5.8,18.0,17.0,112.0,0.28,0.08,0.37,0.24,0.32,0.24,0.03,0.27,0.2,0.24,0.2413793103448276,0.06896551724137931
2218,Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,34.0,1989.0,26,18,1601,17.8,6,8,14,6,0,0,2,0,6.5,6.5,5.1,11.7,31.0,64.0,89.0,0.34,0.45,0.79,0.34,0.79,0.37,0.29,0.65,0.37,0.65,0.23076923076923078,0.3076923076923077
2219,Elvis Rexhbeçaj,de GER,MF,Augsburg,de Bundesliga,25.0,1997.0,25,24,1985,22.1,2,0,2,1,1,1,4,0,1.7,1.0,0.5,1.5,15.0,91.0,51.0,0.09,0.0,0.09,0.05,0.05,0.08,0.02,0.1,0.04,0.07,0.08,0.0
2222,Chadi Riad,ma MAR,DF,Betis,es La Liga,20.0,2003.0,26,24,2164,24.0,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,4.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,0.0,0.0
2223,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,23.0,1999.0,29,24,2220,24.7,0,0,0,0,0,0,6,1,2.0,2.0,0.5,2.6,15.0,82.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,0.0,0.0
2225,Samuele Ricci,it ITA,MF,Torino,it Serie A,21.0,2001.0,32,28,2395,26.6,1,2,3,1,0,0,8,1,1.3,1.3,2.3,3.6,47.0,122.0,73.0,0.04,0.08,0.11,0.04,0.11,0.05,0.09,0.13,0.05,0.13,0.03125,0.0625
2226,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,24.0,1999.0,38,37,3225,35.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75.0,278.0,64.0,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,0.18421052631578946,0.21052631578947367
2227,Chris Richards,us USA,"DF,MF",Crystal Palace,eng Premier League,23.0,2000.0,26,23,2094,23.3,1,1,2,1,0,0,3,0,0.6,0.6,0.4,1.0,1.0,43.0,1.0,0.04,0.04,0.09,0.04,0.09,0.03,0.02,0.04,0.03,0.04,0.038461538461538464,0.038461538461538464
2228,Amir Richardson,ma MAR,MF,Reims,fr Ligue 1,21.0,2002.0,28,14,1352,15.0,3,1,4,3,0,0,4,0,1.6,1.6,1.1,2.8,28.0,72.0,40.0,0.2,0.07,0.27,0.2,0.27,0.11,0.08,0.18,0.11,0.18,0.10714285714285714,0.03571428571428571
2229,Richarlison,br BRA,FW,Tottenham,eng Premier League,26.0,1997.0,28,18,1491,16.6,11,4,15,11,0,0,3,0,9.6,9.6,2.1,11.7,26.0,38.0,106.0,0.66,0.24,0.91,0.66,0.91,0.58,0.13,0.7,0.58,0.7,0.39285714285714285,0.14285714285714285
2230,Marco Richter,de GER,"MF,FW",Mainz 05,de Bundesliga,25.0,1997.0,20,7,717,8.0,1,0,1,1,0,0,3,0,1.9,1.9,1.3,3.2,20.0,30.0,53.0,0.13,0.0,0.13,0.13,0.13,0.24,0.16,0.4,0.24,0.4,0.05,0.0
2231,Diego Rico,es ESP,DF,Getafe,es La Liga,30.0,1993.0,32,28,2535,28.2,0,7,7,0,0,0,10,0,0.3,0.3,3.8,4.1,28.0,119.0,79.0,0.0,0.25,0.25,0.0,0.25,0.01,0.14,0.15,0.01,0.15,0.0,0.21875
2232,Clemens Riedel,de GER,DF,Darmstadt 98,de Bundesliga,20.0,2003.0,14,9,755,8.4,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1.0,4.0,47.0,27.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.12,0.03,0.12,0.0,0.0
2235,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,34.0,1988.0,33,33,2970,33.0,0,0,0,0,0,0,5,0,0.0,0.0,0.2,0.2,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0
2236,Luis Rioja,es ESP,"FW,MF",Alavés,es La Liga,29.0,1993.0,37,31,2498,27.8,5,4,9,2,3,4,4,0,6.1,3.0,3.9,6.9,70.0,77.0,173.0,0.18,0.14,0.32,0.07,0.22,0.22,0.14,0.36,0.11,0.25,0.13513513513513514,0.10810810810810811
2238,Rodrigo Riquelme,es ESP,"DF,MF",Atlético Madrid,es La Liga,23.0,2000.0,34,17,1528,17.0,3,5,8,3,0,0,1,0,2.7,2.7,3.1,5.9,87.0,53.0,166.0,0.18,0.29,0.47,0.18,0.47,0.16,0.18,0.35,0.16,0.35,0.08823529411764706,0.14705882352941177
2240,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,es La Liga,27.0,1995.0,12,9,808,9.0,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.5,24.0,30.0,42.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,0.0,0.0
2243,Sergi Roberto,es ESP,"MF,DF",Barcelona,es La Liga,31.0,1992.0,14,10,860,9.6,3,2,5,3,0,0,4,0,1.7,1.7,0.8,2.4,13.0,50.0,33.0,0.31,0.21,0.52,0.31,0.52,0.18,0.08,0.26,0.18,0.26,0.21428571428571427,0.14285714285714285
